ph,year,seccion,manzana,grafico,division,latitud,longitud,direccion_nominatim
6700,1977.0,9.0,140.0,13.0,,-32.9489004,-60.6604322,Martín Rodríguez 1294
22303,2023.0,9.0,140.0,14.0,,-32.94886716666667,-60.66051916666667,3 de Febrero 2610
16552,2007.0,9.0,140.0,16.0,,-32.94887,-60.66072440000001,3 de Febrero 2628
3028,1969.0,9.0,140.0,17.0,,-32.948858200000004,-60.660839,3 de Febrero 2638
1133,1960.0,9.0,140.0,18.0,,-32.94884879999999,-60.6609404,3 de Febrero 2648
19362,2014.0,9.0,140.0,21.0,,-32.9487715,-60.66127516666668,3 de Febrero 2680
20223,2017.0,9.0,140.0,22.0,,-32.94874957142857,-60.661385142857135,3 de Febrero 2690
4715,1973.0,9.0,140.0,23.0,,-32.94877,-60.6615132,3 de Febrero 2700
21440,2023.0,9.0,140.0,25.0,,-32.94866754545455,-60.66132154545455,3 de Febrero 2686
12041,1989.0,9.0,140.0,26.0,,-32.94845633333333,-60.66118666666667,Callao 1259
19606,2015.0,9.0,140.0,27.0,,-32.94815265,-60.6609079,Mendoza 2663
8311,1980.0,9.0,140.0,29.0,,-32.948100874999994,-60.66131849999999,Callao 1231
12498,1991.0,9.0,140.0,30.0,,-32.9480285,-60.66128116666668,Callao 1225
17680,2010.0,9.0,140.0,32.0,,-32.94821214285714,-60.661339,Callao 1241
19150,2014.0,9.0,140.0,33.0,,-32.948586166666665,-60.66070633333334,3 de Febrero 2632
7640,1979.0,9.0,141.0,1.0,,-32.9480715,-60.65989016666666,Mendoza 2595
21456,2021.0,9.0,141.0,5.0,,-32.948253333333334,-60.65935916666667,Mendoza 2551
11291,1987.0,9.0,141.0,6.0,,-32.94824340000001,-60.6592156,Mendoza 2537
21793,2022.0,9.0,141.0,8.0,,-32.9482146,-60.65901819999999,Mendoza 2519
16003,2005.0,9.0,141.0,9.0,,-32.948249142857144,-60.65890928571429,Mendoza 2519
22063,2023.0,9.0,141.0,13.0,,-32.94875139999999,-60.6590248,Pueyrredón 1256
17714,2010.0,9.0,141.0,15.0,,-32.9488785,-60.65919683333334,Pueyrredón 1272
14782,2000.0,9.0,141.0,19.0,,-32.9492024,-60.6591448,3 de Febrero 2502
15506,2003.0,9.0,141.0,22.0,,-32.94890569230769,-60.659390461538464,3 de Febrero 2532
17136,2009.0,9.0,141.0,23.0,,-32.9490478,-60.6596928,3 de Febrero 2560
9929,1983.0,9.0,141.0,28.0,,-32.9490018,-60.6601732,Martín Rodríguez 1293
19740,2016.0,9.0,141.0,29.0,,-32.948901857142864,-60.660103142857146,Martín Rodríguez 1283
11354,1987.0,9.0,141.0,31.0,,-32.948710222222225,-60.66006044444445,Martín Rodríguez 1267
17038,2008.0,9.0,141.0,32.0,,-32.948613,-60.659826333333335,Martín Rodríguez 1253
19027,2013.0,9.0,141.0,35.0,,-32.9483284,-60.6599282,Martín Rodríguez 1231
1407,1962.0,9.0,142.0,5.0,,-32.9483638,-60.658039,Mendoza 2455
9690,1982.0,9.0,142.0,9.0,,-32.94850866666666,-60.6576705,Mendoza 2403
17832,2010.0,9.0,142.0,10.0,,-32.9484826,-60.657542,Mendoza 2403
5306,1974.0,9.0,142.0,12.0,,-32.94862020000001,-60.65756379999999,Santiago 1216
16313,2006.0,9.0,142.0,13.0,,-32.9487858,-60.65759639999999,Santiago 1232
1188,1960.0,9.0,142.0,14.0,,-32.948884,-60.65789159999999,Santiago 1266
1193,1961.0,9.0,142.0,16.0,,-32.94924425,-60.657793125,Santiago 1280
17729,2010.0,9.0,142.0,18.0,,-32.949439,-60.657773,3 de Febrero 2402
14043,1998.0,9.0,142.0,21.0,,-32.94933183333333,-60.6580445,3 de Febrero 2432
12532,1991.0,9.0,142.0,22.0,,-32.949265999999994,-60.658147285714286,3 de Febrero 2444
4593,1972.0,9.0,142.0,23.0,,-32.949117375,-60.658189750000005,3 de Febrero 2450
21489,2021.0,9.0,142.0,24.0,,-32.94914527272727,-60.65834745454546,3 de Febrero 2466
13722,1995.0,9.0,142.0,24.0,,-32.94923128571428,-60.65839685714286,3 de Febrero 2468
8497,1980.0,9.0,142.0,25.0,,-32.94918742857143,-60.65851371428572,3 de Febrero 2482
6048,1975.0,9.0,142.0,27.0,,-32.949205400000004,-60.6587706,Pueyrredón 1289
14415,1998.0,9.0,142.0,29.0,,-32.948987428571435,-60.65861314285714,Pueyrredón 1267
106,1978.0,9.0,142.0,30.0,,-32.94888374999999,-60.65841033333334,Pueyrredón 1253
4785,1973.0,9.0,142.0,32.0,,-32.9486878,-60.658643,Pueyrredón 1239
3554,1970.0,9.0,142.0,32.0,,-32.94865633333333,-60.65847,Pueyrredón 1233
90,1952.0,9.0,142.0,34.0,,-32.9484911,-60.658371,Mendoza 2485
15563,2003.0,9.0,142.0,35.0,,-32.9484398,-60.65857,Pueyrredón 1217
21391,2021.0,9.0,142.0,37.0,,-32.94856385714286,-60.65798371428571,Mendoza 2447
1896,1964.0,9.0,143.0,2.0,,-32.948647,-60.6570095,Santiago 1243
15001,2000.0,9.0,143.0,3.0,,-32.9486855,-60.65690266666667,Santiago 1244
597,2002.0,9.0,143.0,9.0,,-32.94872199999999,-60.6562186,Mendoza 2307
13269,1994.0,9.0,143.0,12.0,,-32.94884322222222,-60.65648655555555,Mendoza 2333
4270,1972.0,9.0,143.0,14.0,,-32.949016875,-60.656518625,Alvear 1240
163,,9.0,143.0,16.0,,-32.94921425,-60.656576625000014,Alvear 1258
15604,2004.0,9.0,143.0,21.0,,-32.9496532,-60.6564566,3 de Febrero 2306
17800,2010.0,9.0,143.0,22.0,,-32.949591285714284,-60.65653828571429,3 de Febrero 2316
10854,1985.0,9.0,143.0,26.0,,-32.949400375,-60.656894625,3 de Febrero 2356
16196,2006.0,9.0,143.0,26.0,,-32.94951228571429,-60.65693085714285,3 de Febrero 2358
17389,2009.0,9.0,143.0,27.0,,-32.949484000000005,-60.65700671428571,3 de Febrero 2366
9245,1982.0,9.0,143.0,28.0,,-32.949409375,-60.657100375,3 de Febrero 2378
3536,1970.0,9.0,143.0,30.0,,-32.9495164,-60.6573464,3 de Febrero 2400
15139,2001.0,9.0,143.0,30.0,,-32.9494978,-60.6574514,Santiago 1295
2488,1974.0,9.0,143.0,31.0,,-32.94919909090908,-60.657195,Santiago 1263
881,1959.0,9.0,143.0,32.0,,-32.949076777777776,-60.65707211111111,Santiago 1249
19,1951.0,9.0,143.0,32.0,,-32.94891855555555,-60.65698233333333,Santiago 1250
17100,2009.0,9.0,143.0,36.0,,-32.94936695238096,-60.65677790476192,3 de Febrero 2344
7760,1979.0,9.0,144.0,1.0,,-32.948778600000004,-60.655852200000005,Mendoza 2301
10438,1984.0,9.0,144.0,3.0,,-32.94890171428572,-60.65569142857142,Mendoza 2281
13918,1996.0,9.0,144.0,5.0,,-32.94900683333333,-60.655487,Alvear 1205
16318,2006.0,9.0,144.0,6.0,,-32.94899316666666,-60.65537966666667,Bulevar Nicasio Oroño 1260
4841,1973.0,9.0,144.0,8.0,,-32.948934,-60.6550755,Mendoza 2219
2185,1966.0,9.0,144.0,8.0,,-32.948916399999995,-60.654931,Mendoza 2205
3362,1969.0,9.0,144.0,12.0,,-32.9489566,-60.655858,Alvear 1219
13250,1994.0,9.0,146.0,30.0,,-32.943825399999994,-60.6904882,3 de Febrero 4805
18401,2012.0,9.0,146.0,44.0,,-32.9444692,-60.691023400000006,Pasaje Newbery 1379
7021,1977.0,9.0,146.0,45.0,,-32.944402,-60.690957,Pasaje Newbery 1371
12049,1989.0,9.0,146.0,50.0,,-32.9440134,-60.69087040000001,Pasaje Newbery 1329
8507,1980.0,9.0,146.0,51.0,,-32.9439315,-60.69083800000001,Pasaje Newbery 1319
12539,1991.0,9.0,147.0,2.0,,-32.9439655,-60.68999300000001,3 de Febrero 4789
8151,1979.0,9.0,147.0,15.0,,-32.944696666666665,-60.6900665,9 de Julio 4780
7988,1979.0,9.0,147.0,22.0,,-32.944296800000004,-60.6901832,Carriego 1347
18668,2013.0,9.0,147.0,31.0,,-32.94407919999999,-60.6890626,Gutenberg 1304
8458,1980.0,9.0,148.0,1.0,,-32.9441556,-60.6887032,3 de Febrero 4699
14339,1998.0,9.0,148.0,2.0,,-32.944229,-60.68863542857144,3 de Febrero 4691
10733,1985.0,9.0,148.0,3.0,,-32.944227166666664,-60.688533500000005,3 de Febrero 4681
15774,2004.0,9.0,148.0,4.0,,-32.9442028,-60.6884084,3 de Febrero 4669
9233,1981.0,9.0,148.0,8.0,,-32.9445015,-60.68855916666666,Pasaje Coolidge 1340
3421,1970.0,9.0,148.0,13.0,,-32.94490633333333,-60.688583666666666,Pasaje Coolidge 1384
9313,1982.0,9.0,148.0,20.0,,-32.9447078,-60.688901400000006,Gutenberg 1367
20150,2017.0,9.0,148.0,21.0,,-32.94462877777778,-60.68881166666668,Gutenberg 1357
13521,1995.0,9.0,148.0,22.0,,-32.94456316666666,-60.68880283333333,Gutenberg 1349
18306,2011.0,9.0,148.0,32.0,,-32.9444508,-60.6877652,Pascual Rosas 1320
11275,1986.0,9.0,148.0,35.0,,-32.944664,-60.6879046,Pascual Rosas 1346
7707,1979.0,9.0,148.0,43.0,,-32.94504766666667,-60.6882055,9 de Julio 4626
9237,1981.0,9.0,148.0,44.0,,-32.9450284,-60.6883272,Pasaje Coolidge 1389
20489,2018.0,9.0,148.0,49.0,,-32.944617,-60.688166,Pasaje Coolidge 1343
3427,1970.0,9.0,148.0,51.0,,-32.94446,-60.688106833333336,Pasaje Coolidge 1327
12160,1989.0,9.0,149.0,3.0,,-32.9445856,-60.686449,3 de Febrero 4507
12190,1990.0,9.0,149.0,15.0,,-32.94510414285714,-60.687595571428574,Pascual Rosas 1383
10841,1985.0,9.0,149.0,15.0,,-32.9450085,-60.687481125000005,Pascual Rosas 1369
19015,2014.0,9.0,149.0,15.0,,-32.94516,-60.6874245,9 de Julio 4590
8627,1980.0,9.0,150.0,4.0,,-32.94471757142857,-60.68570857142857,3 de Febrero 4473
3338,1970.0,9.0,150.0,11.0,,-32.94480059999999,-60.6849796,Lima 1304
9838,1983.0,9.0,150.0,35.0,,-32.9451386,-60.68608340000001,Servando Bayo 1357
19604,2015.0,9.0,151.0,1.0,,-32.94488857142857,-60.68468771428572,Lima 1305
5790,1975.0,9.0,151.0,9.0,,-32.9451445,-60.6839195,3 de Febrero 4325
17650,2010.0,9.0,151.0,13.0,,-32.94526144444445,-60.68371233333333,Valparaíso 1330
19714,2015.0,9.0,151.0,15.0,,-32.9454166,-60.6838096,Valparaíso 1348
10729,1985.0,9.0,151.0,20.0,,-32.9458442,-60.68381840000001,Valparaíso 1392
6264,1976.0,9.0,151.0,23.0,,-32.94554085714286,-60.68411000000001,9 de Julio 4328
11971,1989.0,9.0,151.0,26.0,,-32.94555985714286,-60.6845317142857,9 de Julio 4370
16917,2008.0,9.0,151.0,28.0,,-32.9456545,-60.68475433333333,9 de Julio 4392
15270,2002.0,9.0,152.0,7.0,,-32.9453826,-60.6827628,3 de Febrero 4245
12663,1991.0,9.0,152.0,22.0,,-32.94600185714285,-60.68262628571428,9 de Julio 4214
20830,2020.0,9.0,152.0,25.0,,-32.94585633333334,-60.68286211111111,9 de Julio 4240
18449,2012.0,9.0,152.0,31.0,,-32.94577399999999,-60.6835048,Valparaíso 1377
16064,2006.0,9.0,152.0,32.0,,-32.945725625,-60.68340725,Valparaíso 1371
2980,1970.0,9.0,152.0,33.0,,-32.945668999999995,-60.6832461111111,Valparaíso 1361
19890,2016.0,9.0,154.0,1.0,,-32.9456835,-60.680498666666665,3 de Febrero 4099
11027,1986.0,9.0,154.0,9.0,,-32.9458102,-60.6796432,3 de Febrero 4009
5939,1975.0,9.0,154.0,20.0,,-32.94653533333334,-60.679911833333335,9 de Julio 4020
20353,2017.0,9.0,154.0,21.0,,-32.946480666666666,-60.67999283333334,9 de Julio 4030
18085,2011.0,9.0,154.0,23.0,,-32.946305374999994,-60.68018,9 de Julio 4050
8879,1981.0,9.0,154.0,24.0,,-32.946337666666665,-60.68030944444445,9 de Julio 4064
3139,1969.0,9.0,154.0,32.0,,-32.9459442,-60.68058979999999,Bulevar Nicolás Avellaneda 1341
19311,2014.0,9.0,155.0,1.0,,-32.945834,-60.6792432,3 de Febrero 3999
19359,2015.0,9.0,155.0,6.0,,-32.94620436363636,-60.678844090909095,3 de Febrero 3959
19142,2014.0,9.0,155.0,23.0,,-32.9467574,-60.67884,9 de Julio 3942
2647,1967.0,9.0,155.0,28.0,,-32.946653833333336,-60.679271666666665,9 de Julio 3984
5158,1974.0,9.0,155.0,31.0,,-32.9463081,-60.679259,Lavalle 1353
10838,1985.0,9.0,155.0,31.0,,-32.9463895,-60.67932683333333,Lavalle 1363
15483,2003.0,9.0,155.0,31.0,,-32.946251625,-60.67912125000001,Lavalle 1343
19962,2016.0,9.0,155.0,32.0,,-32.9461495,-60.67922583333333,Lavalle 1335
22100,2021.0,9.0,155.0,35.0,,-32.9465235,-60.679137100000005,9 de Julio 3974
16349,2007.0,9.0,156.0,9.0,,-32.946344,-60.677064,3 de Febrero 3817
9249,1981.0,9.0,156.0,13.0,,-32.946551666666664,-60.67696850000001,Aaron Castellanos 1340
15715,2004.0,9.0,156.0,14.0,,-32.946586714285715,-60.67712014285714,Aaron Castellanos 1346
20459,2018.0,9.0,156.0,14.0,,-32.9466332,-60.67695520000001,Aaron Castellanos 1348
1086,1963.0,9.0,156.0,15.0,,-32.946663375,-60.6771575,Aaron Castellanos 1356
7321,1978.0,9.0,156.0,19.0,,-32.9470508,-60.67707220000001,Aaron Castellanos 1394
21235,2020.0,9.0,156.0,22.0,,-32.946847375000004,-60.677342375,9 de Julio 3830
22013,2022.0,9.0,156.0,23.0,,-32.94669518181818,-60.677386090909096,9 de Julio 3852
3458,1970.0,9.0,156.0,24.0,,-32.9467375,-60.6774835,9 de Julio 3852
20193,2017.0,9.0,156.0,31.0,,-32.94661530769231,-60.67777823076924,Alsina 1357
19162,2014.0,9.0,156.0,32.0,,-32.946543428571424,-60.67788357142858,Alsina 1353
4917,1973.0,9.0,156.0,33.0,,-32.9464692,-60.6779646,Alsina 1347
4211,1972.0,9.0,156.0,34.0,,-32.94640716666667,-60.67788616666666,Alsina 1339
10503,1985.0,9.0,156.0,35.0,,-32.946310000000004,-60.67788333333332,Alsina 1329
22233,2023.0,9.0,157.0,1.0,,-32.9463554,-60.6765522,3 de Febrero 3799
21753,2022.0,9.0,157.0,9.0,,-32.946498166666665,-60.67574733333333,3 de Febrero 3723
14525,1998.0,9.0,157.0,11.0,,-32.94649685714286,-60.67557242857142,3 de Febrero 3707
19900,2016.0,9.0,157.0,13.0,,-32.94666637500001,-60.6756285,Rivera Indarte 3708
6338,1976.0,9.0,157.0,15.0,,-32.946831,-60.675595,Rivera Indarte 3702
21249,2020.0,9.0,157.0,17.0,,-32.94673566666667,-60.675786666666674,Rivera Indarte 3722
18856,2013.0,9.0,157.0,18.0,,-32.946655,-60.67585400000001,Rivera Indarte 3728
14191,1997.0,9.0,157.0,20.0,,-32.9467214,-60.6760814,Rivera Indarte 3748
19964,2016.0,9.0,157.0,21.0,,-32.946631571428576,-60.67613985714286,Rivera Indarte 3756
8469,1980.0,9.0,157.0,37.0,,-32.947024500000005,-60.6758705,Rivera Indarte 3723
5816,1975.0,9.0,157.0,38.0,,-32.94701816666667,-60.67576950000001,Rivera Indarte 3713
3804,1971.0,9.0,157.0,41.0,,-32.9471678,-60.6756736,Constitución 1382
6699,1977.0,9.0,157.0,42.0,,-32.947243428571426,-60.67570957142858,9 de Julio 3702
16828,2008.0,9.0,157.0,43.0,,-32.94733239999999,-60.6756722,9 de Julio 3702
11053,1986.0,9.0,157.0,47.0,,-32.94717833333333,-60.67612,9 de Julio 3742
1979,1965.0,9.0,157.0,50.0,,-32.94714057142857,-60.676385,9 de Julio 3766
17014,2008.0,9.0,157.0,56.0,,-32.94719057142857,-60.67601928571428,9 de Julio 3732
4612,1973.0,9.0,158.0,11.0,,-32.9471008,-60.6742518,San Nicolás 1350
18555,2012.0,9.0,158.0,16.0,,-32.94750266666667,-60.67436,San Nicolás 1398
17459,2010.0,9.0,158.0,29.0,,-32.94705471428571,-60.67503214285714,San Nicolás 1350
6409,1976.0,9.0,158.0,31.0,,-32.946846875,-60.675077125,San Nicolás 1350
21067,2019.0,9.0,158.0,33.0,,-32.946646599999994,-60.675169800000006,Constitución 1315
20156,2017.0,9.0,160.0,3.0,,-32.947379,-60.6720435,9 de Julio 3450
18036,2011.0,9.0,160.0,11.0,,-32.947532333333335,-60.671641666666666,9 de Julio 3450
21654,2021.0,9.0,160.0,11.0,,-32.94771466666667,-60.67168783333332,9 de Julio 3450
4326,1972.0,9.0,160.0,17.0,,-32.948012166666665,-60.6716695,9 de Julio 3410
17511,2010.0,9.0,160.0,28.0,,-32.947498875,-60.672386875,9 de Julio 3450
19897,2016.0,9.0,161.0,1.0,,-32.9473384,-60.67111500000001,Iriondo 7953
16270,2006.0,9.0,161.0,4.0,,-32.94774977777778,-60.670707555555545,3 de Febrero 3363
19813,2016.0,9.0,161.0,7.0,,-32.9475052,-60.6702166,3 de Febrero 3321
16376,2007.0,9.0,161.0,9.0,,-32.9475374,-60.67003520000001,3 de Febrero 3303
3181,1973.0,9.0,161.0,10.0,,-32.94761328571429,-60.67015985714285,3 de Febrero 3313
7395,1978.0,9.0,161.0,17.0,,-32.94824566666667,-60.67039783333334,9 de Julio 3318
18366,2012.0,9.0,161.0,22.0,,-32.9481634,-60.6709264,9 de Julio 3368
18364,2012.0,9.0,161.0,23.0,,-32.948074,-60.671016285714295,9 de Julio 3378
11147,1986.0,9.0,161.0,24.0,,-32.948058,-60.6710911,9 de Julio 3384
18087,2011.0,9.0,161.0,27.0,,-32.9479702,-60.671237,Iriondo 1377
19977,2016.0,9.0,161.0,30.0,,-32.94772,-60.671145,Iriondo 1349
21365,2022.0,9.0,162.0,4.0,,-32.9477675,-60.66929075,3 de Febrero 3257
5264,1974.0,9.0,162.0,8.0,,-32.94781128571428,-60.66887757142856,3 de Febrero 3217
16222,2006.0,9.0,162.0,9.0,,-32.947786,-60.66876100000001,3 de Febrero 3207
22058,2022.0,9.0,162.0,9.0,,-32.94773120000001,-60.66866219999999,Vera Mujíca 1304
13208,1994.0,9.0,162.0,13.0,,-32.94836683333333,-60.668876833333336,Vera Mujíca 1376
21133,2019.0,9.0,162.0,17.0,,-32.94835114285714,-60.66920742857143,9 de Julio 3234
7323,1978.0,9.0,162.0,24.0,,-32.9483766,-60.66967999999999,9 de Julio 3280
21749,2021.0,9.0,162.0,24.0,,-32.948100777777775,-60.669650166666656,Crespo 1359
15172,2001.0,9.0,162.0,26.0,,-32.947869000000004,-60.6698062,Crespo 1339
13695,1996.0,9.0,162.0,27.0,,-32.94778324999999,-60.669638875,Crespo 1327
20006,2016.0,9.0,162.0,29.0,,-32.948079434782606,-60.66910886956523,Vera Mujíca 1352
2894,1968.0,9.0,163.0,2.0,,-32.94810266666667,-60.66791688888889,3 de Febrero 3151
16693,2007.0,9.0,163.0,4.0,,-32.947948571428576,-60.66744785714286,3 de Febrero 3109
21438,2020.0,9.0,163.0,7.0,,-32.948537599999995,-60.667635800000006,Avenida Francia 1368
7828,1979.0,9.0,163.0,9.0,,-32.948739,-60.66765039999999,Avenida Francia 1390
17295,2009.0,9.0,163.0,23.0,,-32.9485608,-60.668403,9 de Julio 3184
16358,2006.0,9.0,163.0,26.0,,-32.948190000000004,-60.66824655555556,Vera Mujíca 1341
17952,2011.0,9.0,163.0,28.0,,-32.947899,-60.66838016666667,Vera Mujíca 1315
21635,2021.0,9.0,164.0,1.0,,-32.9480486,-60.6669074,3 de Febrero 3099
17633,2010.0,9.0,164.0,3.0,,-32.9481392,-60.6666886,3 de Febrero 3079
7068,1978.0,9.0,164.0,11.0,,-32.9482316,-60.6660392,3 de Febrero 3011
17668,2010.0,9.0,164.0,13.0,,-32.948322999999995,-60.666079625,3 de Febrero 3015
8653,1980.0,9.0,164.0,15.0,,-32.9485246,-60.66605499999999,Suipacha 1340
6392,1976.0,9.0,164.0,18.0,,-32.94866619999999,-60.6661582,Suipacha 1356
17114,2009.0,9.0,164.0,19.0,,-32.94872433333334,-60.66625116666666,Suipacha 1366
18569,2012.0,9.0,164.0,20.0,,-32.9488585,-60.66629909999999,9 de Julio 3020
16485,2007.0,9.0,164.0,23.0,,-32.9488938,-60.66648729999999,9 de Julio 3036
14072,1997.0,9.0,164.0,29.0,,-32.9488688,-60.6671252,Avenida Francia 1391
21561,2021.0,9.0,164.0,29.0,,-32.9487892,-60.6671054,Avenida Francia 1383
2210,1966.0,9.0,164.0,30.0,,-32.94873655555556,-60.666954888888895,Avenida Francia 1373
5808,1975.0,9.0,164.0,33.0,,-32.9482208,-60.6667636,3 de Febrero 3085
22264,2023.0,9.0,164.0,35.0,,-32.94821528571429,-60.666904,Avenida Francia 1319
2904,1968.0,9.0,165.0,1.0,,-32.94827,-60.665662,Suipacha 1305
5068,1974.0,9.0,165.0,1.0,,-32.94828085714286,-60.665602,3 de Febrero 2995
14118,1997.0,9.0,165.0,2.0,,-32.94842499999999,-60.66550369230769,3 de Febrero 2983
22077,,9.0,165.0,3.0,,-32.94843257142857,-60.66540871428571,3 de Febrero 2975
21899,2022.0,9.0,165.0,5.0,,-32.94846242857143,-60.66515085714286,3 de Febrero 2951
10646,1985.0,9.0,165.0,7.0,,-32.9484374,-60.66494680000001,3 de Febrero 2933
11531,1987.0,9.0,165.0,11.0,,-32.9484996,-60.6646004,Pablo Ricchieri 1308
9479,1982.0,9.0,165.0,12.0,,-32.94858333333334,-60.66467616666667,Pablo Ricchieri 1320
19896,2016.0,9.0,165.0,13.0,,-32.948667400000005,-60.66472739999999,Pablo Ricchieri 1330
17825,2010.0,9.0,165.0,15.0,,-32.9488104,-60.6647856,Pablo Ricchieri 1346
12492,1991.0,9.0,165.0,20.0,,-32.9492628,-60.66478500000001,Pablo Ricchieri 1394
17582,2010.0,9.0,165.0,20.0,,-32.949246800000004,-60.66487540000001,9 de Julio 2908
13668,1995.0,9.0,165.0,23.0,,-32.9491938,-60.66515059999999,9 de Julio 2934
770,1958.0,9.0,165.0,26.0,,-32.94906925,-60.66538924999999,9 de Julio 2958
19688,2015.0,9.0,165.0,27.0,,-32.948961125000004,-60.665459250000005,9 de Julio 2966
16311,2006.0,9.0,165.0,28.0,,-32.94907542857143,-60.66567285714286,9 de Julio 2984
1972,1965.0,9.0,165.0,34.0,,-32.948551357142854,-60.66562650000001,Suipacha 1333
20889,2019.0,9.0,166.0,2.0,,-32.9486539,-60.66411889999999,3 de Febrero 2883
21191,2020.0,9.0,166.0,6.0,,-32.948674600000004,-60.6636748,3 de Febrero 2841
3048,1969.0,9.0,166.0,10.0,,-32.9487086,-60.6632692,3 de Febrero 2803
8716,1980.0,9.0,166.0,10.0,,-32.948807,-60.66329399999999,Avenida Ovidio Lagos 1314
8120,,9.0,166.0,11.0,,-32.9492208,-60.663533,Avenida Ovidio Lagos 1378
1634,1973.0,9.0,166.0,13.0,,-32.949449,-60.663517,9 de Julio 2803
609,1957.0,9.0,166.0,20.0,,-32.94934719999999,-60.6644372,9 de Julio 2894
17947,2011.0,9.0,166.0,26.0,,-32.948836400000005,-60.664348200000006,Pablo Ricchieri 1337
3012,1969.0,9.0,167.0,1.0,,-32.9487668,-60.6629364,3 de Febrero 2799
67,1969.0,9.0,167.0,4.0,,-32.94890733333333,-60.662666,3 de Febrero 2773
4809,1973.0,9.0,167.0,8.0,,-32.9489678,-60.6623152,3 de Febrero 2739
517,1956.0,9.0,167.0,12.0,,-32.9489808,-60.6620138,3 de Febrero 2711
2784,1968.0,9.0,167.0,13.0,,-32.94899728571429,-60.66189599999999,Callao 1310
14497,1998.0,9.0,167.0,15.0,,-32.94914,-60.66236807692308,3 de Febrero 2741
9659,1982.0,9.0,167.0,16.0,,-32.949378,-60.66232699999999,Callao 1360
14573,1999.0,9.0,167.0,17.0,,-32.9495578,-60.662697,9 de Julio 2758
11416,1987.0,9.0,167.0,17.0,,-32.949508714285706,-60.66282714285713,9 de Julio 2772
8123,1979.0,9.0,167.0,17.0,,-32.949475199999995,-60.662163,Callao 1366
8719,1980.0,9.0,167.0,17.0,,-32.949433285714285,-60.66239928571429,9 de Julio 2734
8381,1980.0,9.0,167.0,17.0,,-32.949605166666665,-60.662233500000006,9 de Julio 2716
10141,1984.0,9.0,167.0,17.0,,-32.949607428571426,-60.66235071428571,9 de Julio 2726
10203,1984.0,9.0,167.0,17.0,,-32.94956316666667,-60.66243966666667,9 de Julio 2734
5812,1975.0,9.0,167.0,30.0,,-32.948997199999994,-60.662949600000005,Avenida Ovidio Lagos 1325
11941,1989.0,9.0,168.0,7.0,,-32.94918914285714,-60.66079500000001,3 de Febrero 2627
5917,1975.0,9.0,168.0,8.0,,-32.949199,-60.66059085714285,3 de Febrero 2607
18877,2013.0,9.0,168.0,9.0,,-32.94936342857143,-60.66068057142856,Martín Rodríguez 1326
6313,1974.0,9.0,168.0,10.0,,-32.949586399999994,-60.660755400000006,Martín Rodríguez 1350
2379,1966.0,9.0,168.0,16.0,,-32.94995433333333,-60.66087766666667,9 de Julio 2618
15920,2005.0,9.0,168.0,17.0,,-32.9499538,-60.6609662,9 de Julio 2626
20256,2017.0,9.0,168.0,19.0,,-32.94987,-60.6611396,9 de Julio 2644
18222,2011.0,9.0,168.0,20.0,,-32.949672,-60.66122530769231,9 de Julio 2654
19381,2014.0,9.0,168.0,21.0,,-32.949811999999994,-60.66130144444445,9 de Julio 2658
16228,2006.0,9.0,168.0,22.0,,-32.949761124999995,-60.66138325,9 de Julio 2668
9947,1983.0,9.0,168.0,26.0,,-32.949751,-60.661737,9 de Julio 2683
7453,1978.0,9.0,168.0,27.0,,-32.9496708,-60.661733600000005,Callao 1375
21901,2022.0,9.0,168.0,30.0,,-32.94933933333333,-60.66150966666666,Callao 1335
3868,1971.0,9.0,168.0,31.0,,-32.9492416,-60.6615796,Callao 1327
14535,1998.0,9.0,169.0,1.0,,-32.949371166666666,-60.660258166666665,Martín Rodríguez 1317
20113,2017.0,9.0,169.0,2.0,,-32.949316,-60.660165000000006,Martín Rodríguez 1309
2462,1967.0,9.0,169.0,10.0,,-32.94948442857143,-60.65942771428571,3 de Febrero 2525
15976,2005.0,9.0,169.0,12.0,,-32.9494522,-60.6592458,3 de Febrero 2507
18260,2011.0,9.0,169.0,13.0,,-32.9494588,-60.659153,Pueyrredón 1304
12869,1992.0,9.0,169.0,19.0,,-32.949935399999994,-60.6593366,Pueyrredón 1360
4256,1972.0,9.0,169.0,21.0,,-32.95010342857143,-60.65942142857143,Pueyrredón 1378
5209,1974.0,9.0,169.0,22.0,,-32.9502348,-60.6593536,Pueyrredón 1390
2786,1968.0,9.0,169.0,33.0,,-32.949809599999995,-60.660346,Martín Rodríguez 1363
15129,2001.0,9.0,169.0,34.0,,-32.9496804,-60.66029,Martín Rodríguez 1349
16194,2006.0,9.0,169.0,34.0,,-32.949566875,-60.66003137499999,Martín Rodríguez 1331
7459,1978.0,9.0,170.0,2.0,,-32.949611833333336,-60.65873116666666,3 de Febrero 2491
17991,2011.0,9.0,170.0,3.0,,-32.949703,-60.658641875,3 de Febrero 2481
15063,2001.0,9.0,170.0,4.0,,-32.949657200000004,-60.658532,3 de Febrero 2473
9385,1982.0,9.0,170.0,5.0,,-32.94970083333333,-60.6584125,3 de Febrero 2459
20111,2017.0,9.0,170.0,6.0,,-32.9497015,-60.65829633333333,3 de Febrero 2449
7228,1978.0,9.0,170.0,7.0,,-32.9496532,-60.6581876,3 de Febrero 2439
1427,1962.0,9.0,170.0,8.0,,-32.94977142857143,-60.658097857142856,3 de Febrero 2429
